id,collection,bookNumber,bookName,chapterId,hadithNumber,text,gradedBy,grade
adab127,adab,6,Al-Adab Al-Mufrad,69,127,"Thawban said, ""When two men cut each other off for more than three days and one of them dies, then they both die while relations between them are severed and both of them are destroyed. There is no man who wrongs his neighbour to the extent that he forces him until he makes him leave his home who is not destroyed.""",Al-Albani,Sahih
adab128,adab,6,Al-Adab Al-Mufrad,70,128,"Mujahid said, ""I was with 'Abdullah ibn 'Amr while his slave was skinning a sheep. He said, 'Boy! When you finish, start with the Jewish neighbour.' A man there exclaimed, 'Jewish? May Allah correct you!' He replied, 'I heard the Messenger of Allah, may Allah bless him and grant him peace, recommend that we treat our neighbours well until we feared (or we thought) that he would order us to make them our heirs.'""",Al-Albani,Sahih
adab129,adab,7,Al-Adab Al-Mufrad,71,129,"Abu Hurayra said, ""The Messenger of Allah, may Allah bless him and grant him peace, was asked, 'Which people are the most generous?'' He replied, 'The most generous of them in the sight of Allah are those with the most taqwa.' They said, 'That is not what we are asking about.' He said, 'The most generous of people was Yusuf, the Prophet (ﷺ) of Allah, son of the Prophet of Allah, who was the son of the Intimate Friend of Allah (Ibrahim).' They said, 'That is not what we are asking about.' He said, 'Are you asking about those of Arab origin?' 'Yes,' they replied. He said, 'The best of you in the Jahiliyya is the best of you in Islam when you have understanding from Allah).""",Al-Albani,Sahih
adab130,adab,7,Al-Adab Al-Mufrad,72,130,"Mundhir at-Tawri reported what Muhammad ibn 'Ali (ibn al-Hanafiyya) said about, ""Is the repayment of kindness anything except kindness?"" He said, ""It is not denied to either the pious or the deviant.""",Al-Albani,Hasan
adab131,adab,7,Al-Adab Al-Mufrad,73,131,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""The person who strives on behalf of the widows and poor is like those who strive in the way of Allah and like those who fast in the day and pray at night.""",Al-Albani,Sahih
adab132,adab,7,Al-Adab Al-Mufrad,74,132,"A'isha said, ""A woman came to me who had two of her daughters with her. She asked me for something, but I could not find anything except for a single date which I gave her. She divided it between her daughters and then got up and left. The Prophet, may Allah bless him and grant him peace, came in and I told him what had happened. He said, 'Whoever looks after these girls in any way and is good to them will have them as a veil from the Fire.'""",Al-Albani,Sahih
adab133,adab,7,Al-Adab Al-Mufrad,75,133,"Umm Sa'id bint Murra al-Fihri related from her father that the Prophet, may Allah bless him and grant him peace, said, ""I and the guardian of an orphan will be in the Garden like these two."" (His two fingers)",Al-Albani,Sahih
adab134,adab,7,Al-Adab Al-Mufrad,75,134,"Al-Hasan reported that an orphan used to eat with Ibn 'Umar. One day he called for food and looked for this orphan but could not find him. He arrived after Ibn 'Umar had finished. Ibn 'Umar called for more food to be brought to him but they did not have any. So he was brought sawiq and honey. He said, ""Here, have this! By Allah, you have not been cheated!"" Al-Hasan said, ""By Allah, Ibn 'Umar was not cheated!""",Al-Albani,Da'if
adab135,adab,7,Al-Adab Al-Mufrad,75,135,"Sahl ibn Sa'd reported that the Prophet, may Allah bless him and grant him peace, said, ""I and the guardian of the orphan will be in the Garden like that,"" indicating his forefinger and middle finger.",Al-Albani,Sahih
adab136,adab,7,Al-Adab Al-Mufrad,75,136,Abu Bakr ibn Hafs reported that 'Abdullah would not eat unless an orphan was at his table.,Al-Albani,Sahih
adab137,adab,7,Al-Adab Al-Mufrad,76,137,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The best house among the Muslims is the house in which orphans are well treated. The worst house among the Muslims is the house in which orphans are ill treated. I and the guardian of the orphan will be in the Garden like that,"" indicating his two fingers.",,
adab138,adab,7,Al-Adab Al-Mufrad,77,138,"Dawud said, ""Be like a merciful father towards the orphan. Know that you will reap as you sow. How ugly poverty is after wealth! More than that: how ugly is misguidance after guidance! When you make a promise to your friend, fulfil your promise. If you do not, it will bring about enmity between you and him. Seek refuge in Allah from a companion who, when you mention something to him, does not help you and who does not remind you when you forget.""",Al-Albani,Sahih
adab139,adab,7,Al-Adab Al-Mufrad,77,139,"Al-Hasan said, ""I remember a time among the Muslims when their men would shout (to remind their families), 'O family! O family! (Look after) your orphan! Your orphan! O family! O family! (Look after) your orphan! Your poor person! Your poor person! O family! O family! (Look after) your neighbour! Your neighbour!' Time has been swift in taking the best of you while every day you become baser.""",Al-Albani,Da'if
adab140,adab,7,Al-Adab Al-Mufrad,77,140,"Asma' bint 'Ubayd said, ""I said to Ibn Sirin, 'I have an orphan in my care.' He said, 'Treat him as you would treat your own child. Beat him as you would beat your own child.'""",Al-Albani,Sahih
adab141,adab,7,Al-Adab Al-Mufrad,78,141,"Awf ibn Malik reported that the Prophet, may Allah bless him and grant him peace, said, ""I and a woman who is widowed and is patient with her child will be like these two fingers in the Garden.""",Al-Albani,Da'if
adab142,adab,7,Al-Adab Al-Mufrad,79,142,"Shumaysa al-'Atakiyya said, ""The disciplining of orphans was mentioned in the presence of 'A'isha and she said, 'I would beat an orphan until he submits.'""",Al-Albani,Sahih
adab143,adab,8,Al-Adab Al-Mufrad,80,143,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""No Muslim who has had three of his children die young will enter the Fire, except to expiate an unfulfilled oath.""",Al-Albani,Sahih
adab144,adab,8,Al-Adab Al-Mufrad,80,144,"Abu Hurayra reported that a woman came to the Messenger of Allah, may Allah bless him and grant him peace, with a child. She said, ""Make supplication for him. I have buried three children."" He said, ""You have built a strong barrier against the Fire.""",Al-Albani,Sahih
adab145,adab,8,Al-Adab Al-Mufrad,80,145,"Khalid al-'Absi said, ""A son of mine died and I felt intense grief over his loss. I said, 'Abu Hurayra, have you heard anything from the Prophet, may Allah bless him and grant him peace, to cheer us regarding our dead?' He replied, 'I heard the Prophet, may Allah bless him and grant him peace, say, ""Your children are roaming freely in the Garden.""'""",Al-Albani,Sahih
adab146,adab,8,Al-Adab Al-Mufrad,80,146,"Jabir ibn 'Abdullah said, ""I heard the Messenger of Allah, may Allah bless him and grant him peace, say, 'If anyone has three of his children die young and resigns them to Allah, he will enter the Garden.' We said, 'Messenger of Allah, what about two?' 'And two,' he said."" Mahmud ibn Labid said to Jabir, ""By Allah, I think that if you had asked, 'And one?' he would have given a similar answer."" He said, ""By Allah, I think so too.""",Al-Albani,Hasan
adab147,adab,8,Al-Adab Al-Mufrad,80,147,"same as 144, different isnad.",Al-Albani,Sahih
adab148,adab,8,Al-Adab Al-Mufrad,80,148,"Abu Hurayra reported, ""A woman came to the Messenger of Allah, may Allah bless him and grant him peace, and said, 'Messenger of Allah! We cannot come to sit with you, so set aside a day when we can come.' He said, 'Your appointed place is the house of so-and-so.' He came to the women at that time. Part of what he said to them was, 'There is no woman among you who has three children die, resigning them to Allah, who will not enter the Garden.' A woman said, 'And if it is two?' He replied, 'And if it is two.'""",Al-Albani,Sahih
adab149,adab,8,Al-Adab Al-Mufrad,80,149,"Umm Salim said, ""While I was with the Prophet, may Allah bless him and grant him peace, he said, 'Umm Salim! There is no Muslim couple who have three of their children die without Allah admitting them to the Garden by virtue of His mercy to them.' I said, 'And if there are two?' He said, 'And if there are two.'""",Al-Albani,Sahih
adab150,adab,8,Al-Adab Al-Mufrad,80,150,"Al-Hasan reported that Sa'sa'a ibn Mu'awiya told him that he met Abu Dharr finding him alone without any relatives and asked, ""Don't you have any children, Abu Dharr?"" He said, ""I heard the Messenger of Allah, may Allah bless him and grant him peace, say, 'There is no Muslim who has three of his children die before they reach puberty without Allah admitting him to the Garden by virtue of His mercy to them. There is no man who frees a Muslim with Allah Almighty making each of the limbs of the one who is freed a ransom for each of the emancipator's limbs.'""",Al-Albani,Sahih
adab151,adab,8,Al-Adab Al-Mufrad,80,151,"Anas ibn Malik reported that the Prophet, may Allah bless him and grant him peace, said, ""If someone has three children die before they reach puberty, Allah will admit him and them to the Garden by virtue of His mercy.""",Al-Albani,Sahih
adab152,adab,8,Al-Adab Al-Mufrad,81,152,"Sahl ibn al-Hanzala, who had no children, said, ""I would prefer to have a miscarried child while I am a Muslim and resign that child to Allah than to have the entire world and what it contains.""",Al-Albani,Da'if
adab153,adab,8,Al-Adab Al-Mufrad,81,153,"Abdullah reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Which of you prefers the money of heirs to his own money?"" ""Messenger of Allah,"" they replied, ""there is none of us who does not prefer his own wealth to that of his heirs."" The Messenger of Allah, may Allah bless him and grant him peace, said, ""Know that there is not one of you who does not prefer his heirs' money to his own. Your wealth is what you have spent (for Allah) and the wealth of your heirs is what you leave.""",Al-Albani,Sahih
adab154,adab,8,Al-Adab Al-Mufrad,81,154,"He said that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Who do you reckon to be the childless among you?"" They said, ""They are those who do not have any children."" No,"" he said, ""The childless are those who have not sent any of their children ahead (i.e. none of their children have died).""",Al-Albani,Sahih
adab155,adab,8,Al-Adab Al-Mufrad,81,155,"He reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Who do you reckon to be the one who most often throws people down (in a fight)?"" They replied, ""The one whom men do not throw down."" He said, ""No the one who throws people down is the person who controls himself when he is angry.""",Al-Albani,Sahih
adab156,adab,9,Al-Adab Al-Mufrad,82,156,"Ali ibn Talib reported that when the illness of the Prophet, may Allah bless him and grant him peace, deepened, he said, ""'Ali! Bring me a page on which I can write something for my community after which they will not go astray."" 'Ali said, ""I feared that he would die before I could do that, so I said, 'I will remember better than the paper.' His head was between my forearm and my leg. He recommended the prayer, zakat and kind treatment of slaves. he spoke like that until he died."" He commanded him to testify, ""There is no god but Allah and Muhammad is His slave and Messenger. Anyone who testifies to that is saved from the Fire.""",Al-Albani,Da'if
adab157,adab,9,Al-Adab Al-Mufrad,82,157,"Abdullah reported that the Prophet, may Allah bless him and grant him peace, said, ""Respond to invitations. Do not reject gifts. Do not beat Muslims.""",Al-Albani,Sahih
adab158,adab,9,Al-Adab Al-Mufrad,82,158,"Ali reported that the last words of the Prophet, may Allah bless him and grant him peace, were: ""The prayer! The prayer! Fear Allah concerning your slaves!""",Al-Albani,Sahih
adab159,adab,9,Al-Adab Al-Mufrad,83,159,"Abu'd-Darda' used to say to people. ""We know you better than the veterinarian knows his animals. We recognise the best of you from the worst of you. The best of you is the one whose good is hoped for and the one whose evil you are safe from. As for the worst of you, that is the person whose good is not hoped for and whose evil you are not safe from and he does not free slaves.""",,
adab160,adab,9,Al-Adab Al-Mufrad,83,160,"Abu Umama said, ""Ingratitude is typified by someone who refuses to give, lives alone, and beats his slave.""",,
adab161,adab,9,Al-Adab Al-Mufrad,83,161,"Al-Hasan reported that a man ordered one of his slaves to draw water using one of his camels and the man fell asleep. The master came with a torch and put it in his face and the slave fell into the well. In the morning, the slave went to 'Umar ibn al-Khattab and 'Umar saw what had happened to his slave and therefore 'Umar set him free.""",Al-Albani,Da'if
adab162,adab,9,Al-Adab Al-Mufrad,84,162,"Amra reported that 'A'isha had made one of her slavegirls a mudabbar (one who would be set free after her death). Then 'A'isha became ill and her nephews consulted a gypsy doctor. He said, ""You are asking me for information about a bewitched woman. A slavegirl of hers has bewitched her."" 'A'isha was told and asked the girl, ""Have you put a spell on me?"" ""Yes,"" she replied. ""Why?' she asked. ""Because you will never free me,"" she answered. Then 'A'isha said, ""Sell her to the worst masters among the Arabs.""",Al-Albani,Sahih
adab163,adab,9,Al-Adab Al-Mufrad,85,163,"Abu Umama said, ""The Prophet, may Allah bless him and grant him peace, came with two slaves and gave one of them to 'Ali and said, 'Do not beat him. I have forbidden beating the people of the prayer and I saw him praying before we came.' He gave Abu Dharr a slave and said, ""I recommend that you treat him well,' so Abu Dharr set him free. He said, 'What have you done?' He replied, 'You commanded me to treat him well, so I set him free.'""",Al-Albani,Hasan
adab164,adab,9,Al-Adab Al-Mufrad,85.1,164,"Anas said, ""The Prophet, may Allah bless him and grant him peace, came to Madina without any servant. Abu Talha took my hand and brought me to the Prophet, may Allah bless him and grant him peace, and said, 'Prophet of Allah!' This is Anas, a clever and intelligent boy. Let him serve him.'"" Anas said, ""I served him when he was at home and on journeys from the time he came to Madina until he died, may Allah bless him and grant him peace. He never said to me about anything I had done, 'Why did you do this?' nor did he say to me about something I had not done, 'Why did you not do such-and-such?'""",Al-Albani,Sahih
adab165,adab,9,Al-Adab Al-Mufrad,86,165,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""When a slave steals, sell him, even for a half an awqiya.""",Al-Albani,Da'if
adab166,adab,9,Al-Adab Al-Mufrad,87,166,"Laqit ibn Sabira reported that his father said, ""I went to the Prophet, may Allah bless him and grant him peace, when a shepherd had driven a lamp into the evening pasture. The Prophet, may Allah bless him and grant him peace, said, 'Do not suppose that we have a hundred sheep and do not want to give you more than only a lamb. When the shepherd brought the lamb, we sacrificed a sheep in its place.'"" Laqit said, ""Part of what he said is, 'Do not beat your wife as you would beat your slavegirl. When you wash your nose, snuff up water freely unless you are fasting.'""",Al-Albani,Sahih
adab167,adab,9,Al-Adab Al-Mufrad,88,167,"Abu'l-'Aliyya said, ""We were ordered to finish off things for the servant and to measure and count because we did not want to allow them to accustom themselves to bad habits nor for anyone to think evil of us.""",Al-Albani,Sahih
adab168,adab,9,Al-Adab Al-Mufrad,89,168,"Salman said, ""I count the soup bones for my slave, fearing people's opinion.""",Al-Albani,Sahih
adab169,adab,9,Al-Adab Al-Mufrad,89,169,same as 168.,Al-Albani,Sahih
adab170,adab,9,Al-Adab Al-Mufrad,90,170,"Yazid ibn 'Abdullah said, ""'Abdullah ibn 'Umar sent a slave of his with some gold - or silver - and he changed it and deferred the exchange (i.e. he changed gold into silver or vice versa and did not take the money straightaway. This is haram.) Then he went back to Ibn 'Umar who gave him a painful beating. He said, 'Go and take what is mine and do not exchange it!'""",Al-Albani,Hasan
adab171,adab,9,Al-Adab Al-Mufrad,90,171,"Abu Mas'ud said, ""I was beating a slave of mine when I heard a voice behind me, 'Know, Abu Mas'ud, that Allah is able to call you to account for this slave.' I turned around and there was the Messenger of Allah, may Allah bless him and grant him peace. I said, 'Messenger of Allah, he is free for the sake of Allah!' He said, 'If you had not done that, the Fire would have touched you (or the Fire would have burned you).'""",Al-Albani,Sahih
adab172,adab,9,Al-Adab Al-Mufrad,91,172,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""Do not say, 'May Allah make your face ugly.'""",Al-Albani,Hasan
adab173,adab,9,Al-Adab Al-Mufrad,91,173,"Abu Hurayra said, ""Do not say, 'May Allah make your face ugly and any face like your face.' Allah Almighty created Adam, may Allah bless him and grant him peace, in the form that He ordained.""",Al-Albani,Hasan
adab174,adab,9,Al-Adab Al-Mufrad,92,174,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""When one of you strikes his servant, let him avoid his face.""",Al-Albani,Sahih
adab175,adab,9,Al-Adab Al-Mufrad,92,175,"Jabir said, ""The Prophet, may Allah bless him and grant him peace, passed by an animal which had been branded and its nostrils were smoking. The Prophet, may Allah bless him and grant him peace, said, 'Allah curses any person who does this. No one should mark the face nor strike it.'""",Al-Albani,Sahih
adab176,adab,9,Al-Adab Al-Mufrad,93,176,"Hilal ibn Yasaf said, ""We used to sell linen in the house of Suwayd ibn Muqarrin. A slavegirl came out and said something to one of the men and that man slapped her. Suwayd ibn Muqarrin asked him, 'Did you slap her face? We were seven and we only had a single servant. Then one of us slapped her and the Prophet, may Allah bless him and grant him peace, ordered him to set her free.'""",Al-Albani,Sahih
adab177,adab,9,Al-Adab Al-Mufrad,93,177,"Ibn 'Umar said, ""I heard the Prophet, may Allah bless him and grant him peace, say, 'The expiation for someone who slaps his slave or beats him more than he deserves is to set him free.'""",Al-Albani,Sahih
adab178,adab,9,Al-Adab Al-Mufrad,93,178,"Mu'awiya ibn Muqarrin said, ""I slapped a mawla of mine and he fled. Then my father called me and said, 'I will tell you a story. We, the sons of Muqarrin, were seven, and we had one servant. Then one of us slapped her and that was mentioned to the Messenger of Allah, may Allah bless him and grant him peace. He said, 'Order them to set her free.' The Prophet, may Allah bless him and grant him peace, was told. 'She is the only servant they have.' He said, 'Then let them hire her and when they no longer need her, let her go on her way.'""",Al-Albani,Sahih
adab179,adab,9,Al-Adab Al-Mufrad,93,179,"Shu'ba said, ""Muhammad ibn al-Munkadir said to me, 'What is your name?' I replied, 'Shu'ba.' He said, 'Abu Shu'ba related to me that when Suwayd ibn Muqarrin al-Muzani saw a man strike his slave, he said. 'Do you not know that the face is forbidden? In the time of the Messenger of Allah, may Allah bless him and grant him peace, we were seven brothers and we only had one servant. Then one of us slapped him (sic.) and the Prophet, may Allah bless him and grant him peace, commanded that we set him free.'""",Al-Albani,Sahih
adab180,adab,9,Al-Adab Al-Mufrad,93,180,"Abu 'Umar Zadhan said, ""We were with Ibn 'Umar when he summoned a slave of his whom he had beaten and he uncovered his back. 'Does it hurt?' he asked. 'No,' he replied. Then he set him free. He picked up a stick from the ground and then said, 'I do not have a reward (for him) worth as much as this stick.' I asked, 'Abu 'Abdu'r-Rahman, why do you say this?' He replied, 'I heard the Prophet, may Allah bless him and grant him peace, say, ""The expiation of someone who beats a slave more than he deserves or slaps his face is that he must set him free.""'""",Al-Albani,Sahih
adab181,adab,9,Al-Adab Al-Mufrad,94,181,"Ammar ibn Yasir said, ""None of you beats his slave unjustly without the slave receiving retaliation from him on the Day of Rising.""",Al-Albani,Sahih
adab182,adab,9,Al-Adab Al-Mufrad,94,182,"Abu Layla said, ""Salman went out and when his animal fodder fell from the manger, he told his servant, 'If it were not that I fear retaliation, I would make you hurt (i.e. by beating you).""",Al-Albani,Sahih
adab183,adab,9,Al-Adab Al-Mufrad,94,183,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""Give people their rights. Even the hornless sheep will take retaliation from the horned sheep.""",Al-Albani,Sahih
adab184,adab,9,Al-Adab Al-Mufrad,94,184,"Umm Salama reported that the Prophet, may Allah bless him and grant him peace, was in his house and called for a slave of his (or hers) and she was slow in coming. The anger showed in his face. Umm Salama went to the curtain and found the slavegirl playing. He had a siwak-stick with him and said, '""Were it not that I fear retaliation on the Day of Rising with this siwak.""",Al-Albani,Da'if
adab185,adab,9,Al-Adab Al-Mufrad,94,185,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""On the Day of Rising, retaliation will be taken from anyone who gives a beating.""",Al-Albani,Sahih
adab186,adab,9,Al-Adab Al-Mufrad,94,186,same as 185.,Al-Albani,Sahih
adab187,adab,9,Al-Adab Al-Mufrad,95,187,"Ubada ibn al-Walid said, ""My father and I went out to seek knowledge from the Ansar in this area before they died. The first one we met was Abu'l-Yasar, the Companion of the Prophet, may Allah bless him and grant him peace, who had one of his slaves with him. Abu'l-Yasar was wearing one striped robe and one mu'afiri robe and his slave was also wearing one striped robe and one mu'afiri robe. I said to him, 'Uncle! Why don't you take your slave's striped robe and give him your mu'afiri robe, or take his mu'afiri robe and give him your striped robe? Then he would have a complete outfit and you would have a complete outfit.' He wiped his head and said, 'O Allah, bless him in it! Nephew, these two eyes of mine have seen and these two ears of mine have heard and my heart has retained,' and he pointed towards his heart, 'that the Prophet, may Allah bless him and grant him peace, said, ""Feed them from what you yourself eat and clothe them from the clothes you yourself wear."" It is easier for me to give him the goods of this world than to have my good actions taken away from me on the Day of Rising.'""",Al-Albani,Sahih
adab188,adab,9,Al-Adab Al-Mufrad,95,188,"Jabir ibn 'Abdullah said, ""The Prophet, may Allah bless him and grant him peace, advised that slaves should be well-treated. He said, 'Feed them from what you eat and clothe them from what you wear. Do not punish what Allah has created.'""",Al-Albani,Sahih
adab189,adab,9,Al-Adab Al-Mufrad,96,189,"Al-Ma'rur ibn Suwayd said, ""I saw Abu Dharr wearing a robe and his slave was also wearing a robe. We asked him about that and he said, 'I insulted a man and he complained about me to the Prophet, may Allah bless him and grant him peace, and the Prophet, may Allah bless him and grant him peace, said to me, 'Did you insult him by his mother?' 'Yes,' I replied. He said, 'Your brothers are your property. Allah has put them under your authority. If someone has his brother under his authority, he should feed him from what he eats and clothe him from what he wears and not burden him with anything that will be too much for him. If you burden him with what will be too much for him, then help him.'""",Al-Albani,Sahih
adab190,adab,9,Al-Adab Al-Mufrad,97,190,"Sallam ibn 'Amr reported from one of the Companions of the Prophet, may Allah bless him and grant him peace, said, ""Your slaves are your brothers, so treat him well. Ask for their help in what is too much for you and help them in what is too much for them.""",Al-Albani,Da'if
adab191,adab,9,Al-Adab Al-Mufrad,97,191,"Abu Hurayra said, 'Help the worker in his work. The one who works for Allah will not be disappointed,"" i.e. the servant.",Al-Albani,Sahih
adab192,adab,9,Al-Adab Al-Mufrad,98,192,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""The slave has his food and clothing. Do not burden a slave with work which he is incapable of doing.""",Al-Albani,Sahih
adab193,adab,9,Al-Adab Al-Mufrad,98,193,Same as 192.,Al-Albani,Sahih
adab194,adab,9,Al-Adab Al-Mufrad,98,194,"Ma'rur said, ""We passed by Abu Dharr and he was wearing a garment and his slave had a robe on. We said, 'Why do you not take this and give this man something else instead of the robe?' He replied that the Prophet, may Allah bless him and grant him peace, said, 'Allah has put your brothers under your authority. If someone has his brother under his authority, he should feed him from what he eats and clothe him from what he wears and not burden him with what will be too much for him. If he burdens him with what will be too much for him, he should help him.'""",Al-Albani,Sahih
adab195,adab,9,Al-Adab Al-Mufrad,99,195,"Al-Miqdam heard the Prophet, may Allah bless him and grant him peace, say, ""What you feed yourself is sadaqa. What you feed your child, your wife and your servant is sadaqa.""",Al-Albani,Sahih
adab196,adab,9,Al-Adab Al-Mufrad,99,196,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The best sadaqa is that which leaves you free of want. The upper hand is better than the lower hand. Begin with those you look after. Your wife says, 'Spend on me or divorce me.' Your slave says, 'Spend on me or sell me.' Your child asks, 'On whom can we rely?'""",Al-Albani,Sahih
adab197,adab,9,Al-Adab Al-Mufrad,99,197,"Abu Hurayra said, ""The Prophet, may Allah bless him and grant him peace, commanded sadaqa. A man said, 'I have a dinar.' He said, 'Spend it on yourself.' He said, 'I have another.' He said, 'Spend it on your wife.' He said, 'I have another.' He said, 'Spend it on your servant and then on whomever you see fit.'""",Al-Albani,Hasan
adab198,adab,9,Al-Adab Al-Mufrad,100,198,"Ibn Jurayj related that Abu'z-Zubayr heard him ask Jabir about when a man's servant has finished his work and heat (i.e. cooking). Did the Prophet, may Allah bless him and grant him peace, command that the servant be invited to eat? ""Yes,"" he replied. If one of you dislikes to have his servant eat with him, he should give him his food by his own hand.'""",Al-Albani,Sahih
adab199,adab,9,Al-Adab Al-Mufrad,101,199,"Jabir ibn 'Abdullah said, ""The Messenger of Allah, may Allah bless him and grant him peace, advised that slaves be well treated. He said, 'Feed them from what you eat and clothe them from what you wear and do not punish Allah's creation.'""",Al-Albani,Sahih
adab200,adab,9,Al-Adab Al-Mufrad,102,200,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""When one of your servants brings you food, he should sit with him. If you do not accept that, then you should give it to him.'""",Al-Albani,Sahih
adab201,adab,9,Al-Adab Al-Mufrad,102,201,"Abu Mahdhura said, ""I was sitting with 'Umar when Safwan ibn Umayya brought him a bowl which some people were carrying in a robe. They set it down in front of 'Umar. 'Umar then invited some poor people and some slaves belonging to the people around him and they ate with him. Then he aid, 'Allah will do a people - or else he said, 'Allah will curse a people' - who dislike having their slaves eat with them.' Safwan said, 'By Allah, we do not dislike them, but we prefer ourselves to them, and by Allah, we do not find good food which we can eat and feed it to them as well.'""",Al-Albani,Sahih
adab202,adab,9,Al-Adab Al-Mufrad,103,202,"Abdullah ibn 'Umar reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""When the slave advises his master and is assiduous in the worship of his Lord, he receives a double reward.""",Al-Albani,Sahih
adab203,adab,9,Al-Adab Al-Mufrad,103,203,"Salih ibn Hayy reported that a man said to 'Amir ash-Shu'bi, ""Abu 'Amr! We say that when a man frees his umm walad and then marries her, he is like the one who rides his camel."" 'Amir said, ""Abu Burda related to me from his father that the Messenger of Allah, may Allah bless him and grant him peace, said to them: 'Three have a double reward: one of the People of the Book who believes in his Prophet and then believes in Muhammad has two rewards. When a slave carries out the due of Allah and the due of his master, he has a double reward. And (the third is) a man who has a slavegirl with whom he has intercourse and teaches her well and instructs her well and then sets her free and marries her. He has two rewards.'""",Al-Albani,Sahih
adab204,adab,9,Al-Adab Al-Mufrad,103,204,"Abu Musa reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The slave who is excellent in the worship of his Lord and fulfils the duties of obedience and counsel which he owes to his master, has two rewards.""",Al-Albani,Sahih
adab205,adab,9,Al-Adab Al-Mufrad,103,205,"Abu Burda reported from his father that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The slave has two rewards when he carries out Allah's due in worship (or he said that he is excellent in his worship) and the right of his owner who owns him.""",Al-Albani,Sahih
adab206,adab,9,Al-Adab Al-Mufrad,104,206,"Ibn 'Umar reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""All of you are shepherds and each of you is responsible for his flock. The amir of a people is a shepherd and he is responsible for his flock. A man is the shepherd of the people of his house and he is responsible for his flock. A man's slave is the shepherd of his master's property and he is responsible for it. Each of you is a shepherd and each of you is responsible for his flock.""",Al-Albani,Sahih
adab207,adab,9,Al-Adab Al-Mufrad,104,207,"Abu Hurayra said, ""When a slave obeys his master, he has obeyed Allah Almighty. When he rebels against his master, he rebels against Allah Almighty.""",Al-Albani,Da'if
adab208,adab,9,Al-Adab Al-Mufrad,105,208,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""When the Muslim slave performs the due of Allah and the due of his master, he will have two rewards.""",Al-Albani,Sahih
adab209,adab,9,Al-Adab Al-Mufrad,106,209,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""None of you should say, 'My slave ('abdi)' or 'my slavegirl (amati)' All of you are slaves of Allah and all of your women are slaves of Allah. Rather you should say, 'My boy (ghulami)', my slavegirl (jariyyati)', 'my lad (fatayi)' or 'my girl (fatati).'""",Al-Albani,Sahih
adab210,adab,9,Al-Adab Al-Mufrad,107,210,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""None of you should say 'my slave ('abdi or amati)' and a slave should not say, 'my lord (rabbi or rabbati)'. They should say, 'my boy' or 'my girl' (fatayi and fatati) and 'my master' or 'mistress' (sayyidi and sayyidati)'. All of you are slaves, and the Lord is Allah, Almighty and Exalted.""",Al-Albani,Sahih
adab211,adab,9,Al-Adab Al-Mufrad,107,211,"Mutarrif reported that his father said, ""I went in the delegation of the Banu 'Amir to the Prophet, may Allah bless him and grant him peace. They said, 'You are our master.' He said, 'The Master is Allah.' They said, 'The best of us in excellence and the greatest of us in generosity.' He said, 'Say what you like, but do not let Shaytan provoke you.'""",Al-Albani,Sahih
adab212,adab,10,Al-Adab Al-Mufrad,108,212,"Ibn 'Umar reported that the Prophet, may Allah bless him and grant him peace, ""All of you are shepherds and each of you is responsible for his flock. A man is the shepherd of the people of his house and he is responsible. A woman is the shepherd of the house of her husband and she is responsible. Each of you is a shepherd and each is responsible for his flock.""",Al-Albani,Sahih
adab213,adab,10,Al-Adab Al-Mufrad,108,213,"Abu Sulayman Malik ibn al-Huwayrith said, ""We came to the Prophet, may Allah bless him and grant him peace, being young men of a similar age. We spent twenty nights with him. He thought that we desired our own people and he asked us about those of our family we had left behind, and we told him. He was merciful and kind, and said, 'Go back to your family. Instruct and command them. Pray as you have seen me praying. When it is time for the prayer, then let one of you give the adhan and let the oldest of you lead the payer.;:",Al-Albani,Sahih
adab214,adab,10,Al-Adab Al-Mufrad,109,214,"Ibn 'Umar reported that he heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""All of you are shepherds and each of you is responsible for his flock. A woman is the shepherd of the house of her husband and she is responsible as is the servant in regard to his master's property.""",Al-Albani,Sahih
