id,collection,bookNumber,bookName,chapterId,hadithNumber,text,gradedBy,grade
muslim892d,muslim,8,Muslim,4,892d,"A'isha reported: BY Allah, I remember the Messenger of Allah (ﷺ) standing on the door of my apartment screening me with his mantle enabling me to see the sport of the Abyssinians as they played with their daggers in the mosque of the Messenger of Allah (may peace be upom him). He (the Holy Prophet) kept standing for my sake till I was satiated and then I went back; and thus you can well imagine how long a girl tender of age who is fond of sports (could have watched it).",,Sahih
muslim892e,muslim,8,Muslim,4,892e,"`A'isha reported: The Messenger of Allah (ﷺ) came (to my apartment) while there were two girls with me singing the song of the Battle of Bu`ath. He lay down on the bed and turned away his face. Then came Abu Bakr and he scolded me and said: Oh! this musical instrument of the devil in the house of the Messenger of Allah (ﷺ)! The Messenger of Allah (ﷺ) turned towards him and said: Leave them alone. And when he (the Holy Prophet) became unattentive, I hinted them and they went out, and it was the day of `Id and the black men were playing with shields and spears. (I do not remember) whether I asked the Messenger of Allah (ﷺ) or whether he said to me if I desired to see (that sport). I said: Yes. I stood behind him with his face parallel to my face, and he said: O Banu Arfada, be busy (in your sports) till I was satiated. He said (to me): Is that enough? I said: Yes. Upon this he asked me to go.",,Sahih
muslim892f,muslim,8,Muslim,4,892f,A'isha reported that some Abyssinians came and gave a demonstration of armed fight on the 'Id day in the mosque. The Messenger of Allah (ﷺ) invited me (to see that fight). I placed my head on his shoulder and began to see their sport till it was I who turned away from watching them.,,Sahih
muslim892g,muslim,8,Muslim,4,892g,This hadith has been narrated by Hisham with the same chain of transmitters but (the narrators) did not make mention of the mosque.,,Sahih
muslim892h,muslim,8,Muslim,4,892h,A'isha said that she sent a message to the players (of this armed fight) saying: I like to see them (fighting). She further said: The Messenger of Allah (ﷺ) stood up and I stood at the door (behind him) and saw (this fight) between his ears and his shoulders they played in the mosque. 'Ata' (one of the narra- tors) said: Were they persians or Abyssinians? Ibn 'Atiq told me they were Abyssinians.,,Sahih
muslim893,muslim,8,Muslim,4,893,"Abu Huraira reported: While the Abyssinians were busy playing with their arms in the presence of the Messenger of Allah (ﷺ) 'Umar b. Khattab came there. He bent down to take up pebbles to throw at them (in order to make them go off). The Messenger of Allah (ﷺ) said to him: 'Umar, leave them alone.",,Sahih
muslim894a,muslim,9,Muslim,0.1,894a,Abdullah b. Zaid b. Mazini reported: The Messenger of Allah (ﷺ) went to the place of prayer and prayed for rain and turned round his mantle while facing the Qibla.,,Sahih
muslim894b,muslim,9,Muslim,0.1,894b,"Ibn Tamim narrated on the authority of his uncle ('Abdullah b. Zaid) that the Messenger of Allah (ﷺ) went out to the place of prayer and prayed for rain and faced towards Qibla, and turned round his mantle and prayed two rak'ahs.",,Sahih
muslim894c,muslim,9,Muslim,0.1,894c,Abdullah b. Zaid al-Ansari reported that the Messenger of Allah (ﷺ) went out to the place of prayer in order to offer prayer for rainfall. And when he intended to make supplication he faced Qibla and turned round his mantle.,,Sahih
muslim894d,muslim,9,Muslim,0.1,894d,"Abbad b. Tamim Mazini heard his uncle, who was one of the Companions of the Messenger of Allah (ﷺ), as saying: The Messenger of Allah (ﷺ) went out one day in order to pray for rain. He turned his back towards people, supplicated before Allah, facing towards Qibla, and turned his mantle round and then observed two rak'ahs of prayer.",,Sahih
muslim895a,muslim,9,Muslim,1,895a,Anas reported: I saw the Messenger of Allah (ﷺ) raising his hands (high enough) in supplication (for rain) that the whiteness of his armpits became visible.,,Sahih
muslim895b,muslim,9,Muslim,1,895b,Anas b. Malik reported that the Messenger of Allah (ﷺ) prayed for rain pointing the back of his hands to the sky.,,Sahih
muslim895c,muslim,9,Muslim,1,895c,Anas reported that the Messenger of Allah (ﷺ) was not accustomed to raice his hands in any supplication he made except when praying for rain. (He would then raise [his hands] high enough) that the whiteness of his armpits became visible. 'Abd al-A'la said that (he was in doubt whether it was) the whiteness of his armpit or armpits.,,Sahih
muslim896,muslim,9,Muslim,1,896,This hadith has been narrated by Anas b. Malik through another chain of transmitters.,,Sahih
muslim897a,muslim,9,Muslim,2,897a,"Anas b. Malik reported that a person entered the mosque through the door situated on theside of Daral-Qada' during Friday (prayer) and the messenger of Allah (ﷺ) was delivering the sermon while standing. He came and stood in front of the Messenger of Allah (ﷺ) and said: Messenger of Allah, the camels died and the passages were blocked; so supplicate Allah to send down rain upon us. The Messenger of Allah (ﷺ) raised his hands and then said: (O Allah, send down rain upon us; O Allah, send dowp rain upon us; O Allah, send down rain upon us. Anas said: By Allah, we did not see any cloud or any patch of it, and there was neither any house or building standing between us and the (hillock) Sal'a. There appeared a cloud in the shape of a shield from behind it, and as it (came high) in the sky it spread and then there was a downpour of rain. By Allah, we did not see the sun throughout the week. Then (that very man) came on the coming Friday through the same door when the Messenger of Allah (ﷺ) was standing and delivering the sermon. He stood in front of him and said: Messenger of Allah, our animals died and the passages blocked. Supplicate Allah to stop the rain for us. The Messenger of Allah (ﷺ) again raised his hands and said: O Allah, let it (rain) fall in our suburbs and not on us, O Allah (send it down) on the hillocks and small mountains and the river-beds and at places where trees grow. The rain stopped, and as we stepped out we were walking in sun- shine. He (the narrator) said to Sharik: I asked Anas b. Malik if he was the same man. He said: I do not know.",,Sahih
muslim897b,muslim,9,Muslim,2,897b,"Anas b. Malik reported: The people were in the grip of famine during the lifetime of the Messenger of Allah (ﷺ), and (once) as the Messenger of Allah (ﷺ) was delivering the sermon standing on the pulpit on Friday, a bedouin stood up and said: Messenger of Allah, the animals died and the children suffered starvation. The rest of the hadith is the same (and the words are) that he (the Holy Prophet) said: O Allah, send down rain in our suburbs but not on us. He (the narrator) said: To whichever directions he pointed with his hands, the clouds broke up and I saw Medina like the opening of a (courtyard) and the stream of Qanat flowed for one month, and none came from any part (of Arabia) but with the news of heavy rainfall.",,Sahih
muslim897c,muslim,9,Muslim,2,897c,"Anas b. Malik reported that while the Messenger of Allah (ﷺ) was delivering the sermon on Friday, people stood up before him and said in a loud voice: Apostle of Allah, there is a drought and the trees have become yellow, the animals have died; and the rest of the hadith is the same, and in the narration transmitted by 'Abd al-A'la the words are:"" The clouds cleard from Medina and it began to rain around it and not a single drop of rain fell in Medina. And as I looked towards Medina, I found it hollow like (the hollowness of) a basin.",,Sahih
muslim897d,muslim,9,Muslim,2,897d,"This hadith has been narrated on the authority of Anas but with this addition:"" Allah gathered the clouds and as we (were obliged) to stay back I saw that even the strong man, impelled by a desire to go to his family, (could not do so).""",,Sahih
muslim897e,muslim,9,Muslim,2,897e,"Ubaidullah b. Anas b. Malik heard (his father) Anas b. Malik as saying: A bedouin came to the Messenger of Allah (ﷺ) on Friday as he was (delivering the sermon on his) pulpit; and the rest of the hadith is the same but with this addition:"" I saw the cloud clearing just as a sheet is folded.""",,Sahih
muslim898,muslim,9,Muslim,2,898,"Anas (b. Malik) reported: It rained upon us as we were with the Messenger of Allah (ﷺ). The Messenger of Allah (way peace be upon him) removed his cloth (from a part of his body) till the rain fell on it. We said: Messenger of Allah, why did you do this? He said: It is because it (the rainfall) has just come from the Exalted Lord.",,Sahih
muslim899a,muslim,9,Muslim,3,899a,"Ata' b. Abi Rabah reported that he heard 'A'isha, the wife of the Messenger of Allah (way peace be upon him), as saying: When there was on any day windstorm or dark cloud (its effects) could be read on the face of the Messenger of Allah (ﷺ), and he moved forward and backward (in a state of anxiety) ; and when it rained, he was delighted and it (the state of restlessness) disappeared. 'A'isha said: I asked him the reason of this anxiety and he said: I was afraid that it might be a calamity that might fall upon my Ummah, and when he saw rainfall he said: It is the mercy (of Allah).",,Sahih
muslim899b,muslim,9,Muslim,3,899b,"Ata' b. Rabah reported on the authority of 'A'isha, the wife of the Messenger of Allah (way peace be upon him), who said: Whenever the wind was stormy, the Messenger of Allah (ﷺ) used to say: O Allah! I ask Thee for what is good in it, and the good which it contains, and the good of that which it was sent for. I seek refuge with Thee from what is evil in it, what evil it contains, and the evil of that what it was sent for; and when there was a thunder and lightning in the sky, his colour underwent a change, and he went out and in, backwards and forwards; and when the rain came, he felt relieved, and I noticed that (the sign of relief) on his face. 'A'isha asked him (about it) and he said: It may be as the people of 'Ad said: When they saw a cloud formation coming to their valley they said:"" It is a cloud which would give us rain"" (Qur'an, xlvi. 24).",,Sahih
muslim899c,muslim,9,Muslim,3,899c,"A'isha, the wife of the Messenger of Allah (ﷺ), reported: I never saw Allah's Messenger (ﷺ) laugh to such an extent that I could see his uvula-whereas he used to smile only-and when he saw dark clouds or wind, (the signs of fear) were depicted on his face. I said: Messenger of Allah, I find people being happy when they ace the dark cloud in the hope that it would bring rain, but I find that when you see that (the cloud) there is an anxiety on your face. He said: 'A'isha, I am afraid that there may be a calamity in it, for a people was afflicted with wind, when the people saw the calamity they said:"" It is a cloud which would give us rain"" (Qur'an. xlvi. 24).",,Sahih
muslim900a,muslim,9,Muslim,4,900a,Ibn 'Abbas reported Allah's Messenger (ﷺ) as saying: I have been helped by the east wind and the 'Ad were destroyed by the west wind.,,Sahih
muslim900b,muslim,9,Muslim,4,900b,This hadith has been narrated on the authority of Ibn 'Abbas through another chain of transmitters.,,Sahih
muslim901a,muslim,10,Muslim,1,901a,"A'isha reported that there was a solar eclipse in the time of the Messenger of Allah (ﷺ). He stood up to pray and prolonged his stand very much. He then bowed and prolonged very much his bowing. He then raised his head and prolonged his stand much, but it was less than the (duration) of the first stand. He then bowed and prolonged bowing much, but it was less than the duration of his first bowing. He then prostrated and then stood up and prolonged the stand, but it was less than the first stand. He then bowed and prolonged his bowing, but it was less than the first bowing. He then lifted his head and then stood up and prolonged his stand, but it was less than the first stand. He then bowed and prolonged bowing and it was less than the first bowing. He then prostrated himself; then he turned about, and the sun had become bright, and he addressed the people. He praised Allah and landed Him and said: The sun and the moon are two signs of Allah; they are not eclipsed on account of anyones death or on account of anyone's birth. So when you see them, glorify and supplicate Allah, observe prayer, give alms. O Ummah of Muhammad, none is more indignant than Allah When His servant or maid commits fornication. O people of Muhammad, by Allah, if you knew what I know, you would weep much and laugh little.",,Sahih
muslim901b,muslim,10,Muslim,1,901b,"This hadith has been narrated by Hisham b. 'Urwa with the same chain of transmitters but with this addition:"" Verily the sun and the moon are among the signs of Allah."" And similarly this addition was made:"" He then lifted his hands and said: O Allah! have I not conveyed it?""",,Sahih
muslim901c,muslim,10,Muslim,1,901c,"A'isha, the wife of the Messenger of Allah (ﷺ), reported There was an eclipse of the sun during the lifetime of the Messenger of Allah (ﷺ). So, the Messenger of Allah (may peace he upon him) went to the mosque and stood up and glorified Allah, and the people formed themselves in rows behind him. The Messenger of Allah (ﷺ) made a long recital (of the Qur'an) and then pronounced takbir and then observed a long ruku'. He then raised his head and said: Allah listened to him who praised Him: our Lord, praise is due to Thee. He then again stood up and made a long recital, which was less than the first recital. He pronounced takbir and observed a long ruku', and it was less than the first one. He again said: Allah listened to him who praised Him; our Lord, praise is due to Thee. (Abu Tahir, one of the narrators) made no mention of:"" He then prostrated himself."" He did like this in the second rak'ah, till he completed four rak'ahs and four prostrations and the sun became bright before he deported. He then stood up and addressed people, after lauding Allah as He deserved, and then said: The sun and the moon are two signs among the signs of Allah These do not eclipse either on the death of anyone or on his birth. So when you see them, hasten to prayer. He also said this: Observe prayer till Allah dispels the anxiety (of this extraordinary phenomenon) from you. The Messenger of Allah (ﷺ) said: I saw in my place everything which you have been promised. I even saw myself desiring to pluck a bunch (of grapes) from Paradise (and it was at the time) when you saw me moving forward. And I saw Hell and some of its parts crushing the others, when you saw me moving back; and I saw in it Ibn Luhayy and he was the person who made the she-camels loiter about. In the hadith transmitted by Abu Tahir the words are:"" He hastened to prayer,"" and he made no mention of what follows.",,Sahih
muslim901d,muslim,10,Muslim,1,901d,"A'isha reported that there was a solar eclipse during the lifetime of the Messenger of Allah (way peace be upon him) and he sent the announcer (to summon them) for congregational prayer. The people gathered together and he pronounced takbir and he observed four rak'ahs, in the form of two rak'ahs (i. e. he observed two qiyams and two ruku's in one rak'ah) and four prostrations.",,Sahih
muslim901e-902a,muslim,10,Muslim,1,901e-902a,"A'isha reported that the Messenger of Allah (ﷺ) recited loudly in the eclipse prayer, and he observed four rak'ahs in the form of two rak'ahs and four prostrations. Zuhri said: Kathir b. 'Abbas narrated on the authority of Ibn 'Abbas that the Messenger of Allah (ﷺ) observed four rak'ahs and four prostrations in two rak'ahs.",,Sahih
muslim902b,muslim,10,Muslim,1,902b,Zuhri said: Kathir b. Abbas used to narrate that Ibn 'Abbas used to relate about the prayer of the Messenger of Allah (ﷺ) in regard to the eclipse of the sun like that what was narrated by 'Urwa on the authority of 'A'isha.,,Sahih
muslim901f,muslim,10,Muslim,1,901f,"Ata' reported: I heard 'Ubaid b. 'Umair say: It has been narrated to me by one whom I regard as truthful, (the narrator says: I can well guess that he meant 'A'isha) that the sun eclipsed during the lifetime of the Messenger of Allah (ﷺ) and he stood up (in prayer) for a rigorously long time. He then bowed and then stood up and then bowed and then stood up and then bowed, thus observing three ruku's in two rak'ahs and four prostrations. He then departed and the sun brightened. He pronounced"" Allah is the Greatest"" while bowing. He would then bow and say:"" Allah listened to him who praised Him"" while lifting up his head. He then stood up, and praised Allah and lauded Him, and then said: The sun and the moon do not eclipse on the death of anyone or on his birth. But both of them are among the signs of Allah with which Allah terrifies His servants. So when you see them under eclipse, remember Allah till they are brightened.",,Sahih
muslim901g,muslim,10,Muslim,1,901g,"This hadith is narrated thus on the authority of 'A'isha through another chain of transmitters:"" The Messenger of Allah (ﷺ) observed six ruku's and four prostration in (two rak'ahs).""",,Sahih
muslim903a,muslim,10,Muslim,2,903a,"Amra reported that a Jewess came to 'A'isha to ask (about something) and said: May Allah protect you from the torment of the grave! 'A'isha said: Messenger of Allah, would people be tormented in the graves? The Messenger of Allah (ﷺ) said: (May there be) protection of Allah! The Messenger of Allah (ﷺ) mounted one morning on the ride, and the sun eclipsed. 'A'isha said: I came in the company of the women in the mosque from behind the rooms. The Messenger of Allah (way peace he upon him) dismounted from his ride and came to the place of worship where he used to pray. He stood up (to pray) and the people stood behind him. 'A'isha said: He stood for a long time. He then bowed and it was a long ruku'. He then raised his head and he stood for a long time, less than the first standing. He then bowed and his ruku' was long, but it was less than that (the first) ruku'. He then raised (his head) and the sun had become bright. He (the Holy Prophet) then said: I saw you under trial in the grave like the turmoil of Dajjal. 'Amra said: I heard 'A'isha say: I listened after this to the Messenger of Allah (ﷺ) seeking refuge from the torment of Fire and the torment of the grave.",,Sahih
muslim903b,muslim,10,Muslim,2,903b,This hadith has been narrated by Yahya b. Sa'id with the same chain of transmitters.,,Sahih
muslim904a-b,muslim,10,Muslim,3,904a-b,"Jabir b. 'Abdullah reported: The sun eclipsed on one extremely hot day during the lifetime of the Messenger of Allah (ﷺ). The Messenger of Allah (ﷺ) prayed along with his Companions. He prolonged his qiyam (standing posture in prayer) till they (his Companions) began to fall down. He then observed a long ruku'. He raised his head (and stood up for long) and then observed a long ruku'. He then raised (his head and stood up) for a long time and then made two prostrations. He then stood up and did like this and thus he observed four ruku's and four prostrations (in two rak'ahs) and then said: All these things were brought to me in which you will be made to enter. Paradise was brought to me till (I was so close to it) that if I (had intended) to pluck a bunch (of grapes) out of it. I would have got it, or he (the Holy Prophet) said: I intended to get a bunch (out of that) but my hand could not reach it. Hell was also brought to me and I saw in it a woman belonging to the tribe of Israel who was tormented for a cat whom she had tied, but did not give it food nor set it free to eat the creatures of the earth; and I saw Abu Thumama 'Amr b. Malik who was dragging his intestines in Hell. They (the Arabs) used to say that the sun and the moon do not eclipse but on the death of some great person; but (in reality) both these (the sun and the moon) are among the signs of Allah which are shown to you; so when there is an eclipse, observe prayer till it (the sun or the moon) brightens. This hadith has been narrated by Hisham with the same chain of transmitters except this"" I saw a dark woman with a tail stature and loud voice,"" but he made no mention of"" from among Bani Israel"".",,Sahih
muslim904c,muslim,10,Muslim,3,904c,"Jabir reported that the sun eclipsed during the lifetime of the Messenger of Allah (ﷺ) on that very day when Ibrahim (the Prophet's son) died. The Messenger of Allah (ﷺ) stood up and led people in (two rak'ahs of) prayer with six ruku's and four prostrations. He commenced (the prayer) with takbir (Allah-o-Akbar) and then recited and prolonged his recital. He then bowed nearly the (length of time) that he stood up. He then raised his head from the ruku' and recited but less than the first recital. He then bowed (to the length of time) that he stood up. He then raised his head from the ruku' and again recited but less than the second recital. He then bowed (to the length of time) that he stood up. He then lifted his head from the ruku'. He then fell in prostration and observed two prostrations. He stood up and then bowed, observing six ruku's like it, without (completing) the rak'ah in them, except (this difference) that the first (qiyam of ruku') was longer than the later one, and the ruku' was nearly (of the same length) as prostration. He then moved backward and the rows behind him also moved backward till we reached the extreme (Abu Bakr said: till he reached near the women) He then moved forward and the people also moved forward along with him till he stood at his (original) place (of worship). He then completed the prayer as it was required to complete and the sun brightened and he said: O people! verily the sun and the moon are among the signs of Allah and they do not eclipse at the death of anyone among people (Abu Bakr said: On the death of any human being). So when you see anything like it (of the nature of eclipse), pray till it is bright. There is nothing which you have been promised (in the next world) but I have seen it in this prayer of mine. Hell was brought to me as you saw me moving back on account of fear lest its heat might affect me; and I saw the owner of the curved staff who dragged his intestines in the fire, and he used to steal (the belongings) of the pilgrims with his curved staff. If he (the owner of the staff) became aware, he would say: It got (accidentally) entangled in my curved staff, but if he was unaware of that, he would take that away. I also saw in it (in Hell) the owner of a cat whom she had tied and did not feed her nor set her free so that she could eat the creatures of the earth, till the cat died of starvation. Paradise was brought to me, and it was on that occasion that you saw me moving forward till I stood at my place (of worship). I stretched my hand as I wanted to catch hold of its fruits so that you may see them. Then I thought of not doing it. Nothing which you have been promised was there that I did not see in this prayer of mine.",,Sahih
muslim905a,muslim,10,Muslim,3,905a,"Asma' reported: The sun eclipsed during the lifetime of the Messenger of Allah (ﷺ). As I went to 'A'isha who was busy in prayer. I said: What is the matter with the people that they are praying (a special prayer)? She ('A'isha) pointed towards the sky with her head. I said: Is it (an unusual) sign? She said: Yes. The Messenger of Allah (ﷺ) stood up for prayer for such a long time that I was about to faint. I caught hold of a waterskin lying by my side, and began to pour water over my head, or (began to sprinkle water) on my face. The Messenger of Allah (ﷺ) then finished and the sun had brightened. The Messenger of Allah (ﷺ) then addressed the people, (after) praising Allah and lauding Him, and then said: There was no such thing as I did not see earlier, but I saw it at this very place of mine. I ever saw Paradise and Hell. It was also revealed to me that you would be tried in the graves, as you would he tried something like the turmoil of the Dajjal. Asma' said: I do not know which word he actually used (qariban or mithl), and each one of you would be brought and it would be said: What is your knowledge about this man? If the person is a believer, (Asma' said: I do not know whether it was the word al-Mu'min or al-Mu'qin) he would say: He is Muhammad and he is the Messenger of Allah. He brought to us the clear signs and right guidance. So we responded and obeyed him. (He would repeat this three times), and it would be said to him: You should go to sleep. We already knew that you are a believer in him. So the pious man would go to sleep. So far as the hypocrite or sceptic is concerned (Asma' said: I do not know which word was that: al-Munafiq (hypocrite) or al-Murtad (doubtful) he would say: I do not know. I only uttered whatever I heard people say.",,Sahih
muslim905b-c,muslim,10,Muslim,3,905b-c,"Asma' said: I came to 'A'isha when the people were standing (in prayer) and she was also praying. I said: What is this excitement of the people for? And the rest of the hadith was narrated like one, (narrated above). 'Urwa said: Do not say Kasafat-ush-Shamsu, but say Khasafat-ush-Shamsu.",,Sahih
muslim906a,muslim,10,Muslim,3,906a,"Asma' bint Abu Bakr said: The Messenger of Allah (ﷺ) was one day (i. e. on the day when the sun eclipsed) so perturbed that he (in haste) took hold of the outer garment (of a female member of his family) and it was later on that his (own) cloak was sent to him. He stood in prayer along with people for such a long time that if a man came he did not realise that the Messenger of Allah (ﷺ) had observed ruku', as it has been narrated about ruku' in connection with long qiyam.",,Sahih
muslim906b,muslim,10,Muslim,3,906b,"Abu Juraij narrated this hadith with the same chain of transmitters (but with the addition of these words):"" It was for a long duration that he (the Holy Prophet) observed qiyam and he would then observe ruku'. (The narrator also added) I (Asma') looked at a woman who was older than I, and at another who was weaker than I.",,Sahih
muslim906c,muslim,10,Muslim,3,906c,"Asma' daughter of Abu Bakr reported: The sun eclipsed during the lifetime of the Messenger of Allah (ﷺ) ; so he felt perturbed and he, by mistake, took hold of the outer garment of a woman till he was given his own cloak. After this I satisfied my need and then came and entered the mosque. I saw the Messenger of Allah (ﷺ) standing in prayer. I stood along with him. He prolonged his qiyam till I wished to sit down. Then I cast a glance towards an old woman. So I said: She is older than I. I, therefore, kept standing. He (the Holy Prophet) then observed ruku', and prolonged his ruku'. He then raised his head. He then prolonged his qiyam to such an extent that if a person happened to come he would have thought that he had not observed the ruku'.",,Sahih
muslim907a,muslim,10,Muslim,3,907a,"Ibn 'Abbas reported: There was an eclipse of the sun during the lifetime of the Messenger of Allah (ﷺ). The Messenger of Allah, (ﷺ) prayed accompanied by the people. He stood for a long time, about as long as it would take to recite Surah al-Baqara; then he bowed for a long time; then he raised his head and stood for a long time, but it was less than the first qiyam. He then bowed for a long time but for a shorter while than the first. He then prostrated and then stood for a long time, but it was less than the first qiyam. He then bowed for a long time, but it was less than the first bowing. He then raised (his head) and stood for a long time, but it was less than the first qiyam. He then bowed for a long time but it was less than the first bowing. He then observed prostration, and then he finished, and the sun had cleared (by that time). He (the Holy Prophet) then said: The sun and moon are two signs from the signs of Allah. These two do not eclipse on account of the death of anyone or on account of the birth of anyone. So when you see that, remember Allah. They (his Companions) said: Messenger of Allah, we saw you reach out to something, while you were standing here, then we saw you restrain yourself. He said: I saw Paradise and reached out to a bunch of its grapes; and had I taken it you would have eaten of it as long as the world endured. I saw Hell also. No such (abominable) sight have I ever seen as that which I saw today; and I observed that most of its inhabitants were women. They said: Messenger of Allah, on what account is it so? He said: For their ingratitude or disbelief (bi-kufraihinna). It was said: Do they disbelieve in Allah? He said: (Not for their disbelief in God) but for their ingratitude to their husbands and ingratitude to kindness. If you were to treat one of them kindly for ever, but if she later saw anything (displeasing) in you, she would say: I have never seen any good in you.",,Sahih
muslim907b,muslim,10,Muslim,3,907b,"This hadith has been narrated on the authority of Zaid b. Aslam with the same chain of transmitters except with this difference that he (the narrator said):"" then we saw you keeping aloof (back).""",,Sahih
muslim908,muslim,10,Muslim,4,908,Ibn 'Abbas reported: When there was a solar eclipse the Messenger of Allah (way peace be upon him) observed eight ruku's and four prostrations (in two rak'ahs). This has been narrated by 'Ali also.,,Sahih
muslim909,muslim,10,Muslim,4,909,"Ibn 'Abbas reported: The Messenger of Allah (ﷺ) observed prayer while it was (solar) eclipse. He recited (the Qur'an in qiyam) and then bowed. He again recited and again bowed. He again recited and again bowed and again recited and again bowed, and then prostrated; and the second (rak'ah) was like this.",,Sahih
muslim910,muslim,10,Muslim,5,910,"Amr b. al-'As reported: When the sun eclipsed during the lifetime of the Messenger of Allah (ﷺ), they (the people) were called to congregational prayers. The Messenger of Allah (ﷺ) observed two ruku's in one rak'ah. He then stood and observed two ruku's in (the second) rak'ah. The sun then became bright, and 'A'isha said; Never did I observe, ruku' and prostration longer than this (ruku' and prostration).",,Sahih
muslim911a,muslim,10,Muslim,5,911a,"Abu Mas'ud al-Ansari reported Allah's Messenger (ﷺ) as saying: Verily the sun and the moon are the two signs among the signs of Allah by which He frightens his servants and they do not eclipse on account of the death of any one of the people. So when you see anything about them, observe prayer, supplicate Allah till it is cleared from you.",,Sahih
muslim911b,muslim,10,Muslim,5,911b,"Abu Mas'ud reported that the Messenger of Allah (ﷺ) said: Verily the sun and the moon do not eclipse on account of the death of any one of the people, but they are the two signs among the signs of Allah. So when you see it, stand up and observe prayer.",,Sahih
muslim911c,muslim,10,Muslim,5,911c,"This hadith has been narrated on the authority of Isma'il with the same chain of transmitters and in the hadith narrated by Sufyan and Waki' (the words are):"" The sun eclipsed on the day when Ibrahim died, and the people said: It has eclipsed on the death of Ibrahim.""",,Sahih
muslim912,muslim,10,Muslim,5,912,"Abu Musa reported: The sun eclipsed during the time of the Messenger of Allah (ﷺ). He stood in great anxiety fearing that it might be the Doomsday, till he came to the mosque. He stood up to pray with prolonged qiyam, ruku', and prostration which I never saw him doing in prayer; and then he said: These are the signs which Allah sends, not on account of the death of anyone or life of any one, but Allah sends them to frighten thereby His servants. So when you see any such thing, hasten to remember Him, supplicate Him and beg pardon from Him, and in the narration transmitted by Ibn 'Ala the words are:"" The sun eclipsed""."""" He frightens His servants.""",,Sahih
muslim913a,muslim,10,Muslim,5,913a,"Abd al-Rahman b. Samura said: During the lifetime of Allah's Messenger (ﷺ) I was shooting my arrows in Medina, when an eclipse of the sun took place. I, therefore, threw them away and said, I must see how the Messenger of Allah (ﷺ) acts in a solar eclipse today. When I came to him, he had been supplicating with his hands, raised, pronouncing Allah-o-Akbar, praising Him, acknowledging that He is One God till the eclipse was over, then he recited two surahs and prayed two rak'ahs.",,Sahih
muslim913b,muslim,10,Muslim,5,913b,"Abd al-Rahman b. Samura, who was one of the Companions of the Messenger of Allah (ﷺ) said: During the lifetime of Allah's Messenger (ﷺ) I was shooting some of my arrows in Medina, when the sun eclipsed. I threw (the arrows) and said: By Allah, I must see how the Messenger of Allah (ﷺ) acts in solar eclipse. So I came to him and he was standing in prayer, raising his hands, glorifying Him, praising Him, acknowledging His Oneness, declaring His greatness, and supplicating Him, till the sun cleared. When the eclipse was over, he recited two surahs and prayed two rak'ahs.",,Sahih
muslim913c,muslim,10,Muslim,5,913c,Abd al-Rahman b. Samura reported: I was shooting some of my arrows during the lifetime of the Messenger of Allah (ﷺ) that the sun eclipsed. The rest of the hadith is the same.,,Sahih
muslim914,muslim,10,Muslim,5,914,"Abdullah b. 'Umar reported that the Messenger of Allah (ﷺ) observed: Verily the sun and the moon do not eclipse on account of the death or life of anyone. They are in fact the signs among the signs of Allah. So when you see them, observe prayer.",,Sahih
muslim915,muslim,10,Muslim,5,915," Ziyad b. 'Ilaqa reported: I heard Mughira b. Shu'ba saying that the sun eclipsed during the lifetime of the Messenger of Allah (ﷺ) on the day when Ibrahim died. Upon this the Messenger of Allah (ﷺ) said: Verily the sun and the moon are the two signs among the signs of Allah. They do not eclipse on account of the death of anyone or on account of the birth of anyone. So when you see them, supplicate Allah, and observe prayer till it is over.",,Sahih
muslim916a,muslim,11,Muslim,1,916a,"Abu Sa'id al-Khudri reported Allah's Messenger (ﷺ) as saying: Exhort to recite"" There is no god but Allah"" to those of you who are dying.",,Sahih
muslim916b,muslim,11,Muslim,1,916b,This hadith has been narrated by Sulaiman b. Bilal with the same chain of transmitters.,,Sahih
muslim917,muslim,11,Muslim,1,917,"Abu Huraira reported Allah's Messenger (ﷺ) as saying: Exhort to recite"" There is no god but Allah"" to those of you who are dying.",,Sahih
muslim918a,muslim,11,Muslim,2,918a,"Umm Salama reported Allah's Messenger (ﷺ) as saying: If any Muslim who suffers some calamity says, what Allah has commanded him,"" We belong to Allah and to Him shall we return; O Allah, reward me for my affliction and give me something better than it in exchange for it,"" Allah will give him something better than it in exchange. When Abu Salama died she said: What Muslim is better than Abu Salama whose family was the first to emigrate to the Messenger of Allah (ﷺ). I then said the words, and Allah gave me God's Messenger (ﷺ) in exchange. She said: The Messenger of Allah (ﷺ) sent Hatib b. Abu Balta'a to deliver me the message of marriage with him. I said to him: I have a daughter (as my dependant) and I am of jealous temperament. He (the Holy Prophet) said: So far as her daughter is concerned, we would supplicate Allah, that He may free her (of her responsibility) and I would also supplicate Allah to do away with (her) jealous (temperament).",,Sahih
muslim918b,muslim,11,Muslim,2,918b,"Umm Salama, the wife of the Messenger of Allah (ﷺ), reported Allah's Messenger (ﷺ) as saying: If any servant (of Allah) who suffers a calamity says:"" We belong to Allah and to Him shall we return; O Allah, reward me for my affliction and give me something better than it in exchange for it,"" ' Allah will give him reward for affliction, and would give him something better than it in exchange. She (Umm Salama) said: When Abu Salama died. I uttered (these very words) as I was commanded (to do) by the Messenger of Allah (ﷺ). So Allah gave me better in exchange than him. i. e. (I was taken as the wife of) the Messenger of Allah (ﷺ).",,Sahih
